school_stage,subject,chapter,grade,section,subsection,category,item,content,source_page
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔数学的活動〕,⑴,,"⑴ 内容の「Ａ数と計算」，「Ｂ図形」，「Ｃ測定」及び「Ｄデータの活用」に
示す学習については，次のような数学的活動に取り組むものとする。",66
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔数学的活動〕,⑴,ア,ア 身の回りの事象を観察したり，具体物を操作したりして，数量や形を,67
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔数学的活動〕,⑴,イ,イ 日常生活の問題を具体物などを用いて解決したり結果を確かめたりす,67
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔数学的活動〕,⑴,ウ,ウ 算数の問題を具体物などを用いて解決したり結果を確かめたりする活,67
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔数学的活動〕,⑴,エ,エ 問題解決の過程や結果を，具体物や図などを用いて表現する活動,67
elementary,MATH,２　各学年の目標及び内容,〔第１学年〕,各学年の目標及び内容,〔用語・記号〕,,,"〔用語・記号〕
一の位 十の位 ＋ − ＝",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,１　目　標,,⑴,,"⑴ 数の概念についての理解を深め，計算の意味と性質，基本的な図形の概
念，量の概念，簡単な表とグラフなどについて理解し，数量や図形につい
ての感覚を豊かにするとともに，加法，減法及び乗法の計算をしたり，図
形を構成したり，長さやかさなどを測定したり，表やグラフに表したりす
ることなどについての技能を身に付けるようにする。",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,１　目　標,,⑵,,"⑵ 数とその表現や数量の関係に着目し，必要に応じて具体物や図などを用
いて数の表し方や計算の仕方などを考察する力，平面図形の特徴を図形を
構成する要素に着目して捉えたり，身の回りの事象を図形の性質から考察
したりする力，身の回りにあるものの特徴を量に着目して捉え，量の単位
を用いて的確に表現する力，身の回りの事象をデータの特徴に着目して捉
え，簡潔に表現したり考察したりする力などを養う。",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,１　目　標,,⑶,,"⑶ 数量や図形に進んで関わり，数学的に表現・処理したことを振り返り，
数理的な処理のよさに気付き生活や学習に活用しようとする態度を養う。",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑴,,"⑴ 数の構成と表し方に関わる数学的活動を通して，次の事項を身に付ける
ことができるよう指導する。",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 同じ大きさの集まりにまとめて数えたり，分類して数えたりする
（イ） ４位数までについて，十進位取り記数法による数の表し方及び数
の大小や順序について理解すること。
（ウ） 数を十や百を単位としてみるなど，数の相対的な大きさについて
理解すること。
（エ） 一つの数をほかの数の積としてみるなど，ほかの数と関係付けて
（オ） 簡単な事柄を分類整理し，それを数を用いて表すこと。
（カ） ， など簡単な分数について知ること。",67
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数のまとまりに着目し，大きな数の大きさの比べ方や数え方を考
え，日常生活に生かすこと。",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑵,,"⑵ 加法及び減法に関わる数学的活動を通して，次の事項を身に付けること
ができるよう指導する。",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑵,ア,"ア 次のような知識及び技能を身に付けること。
（ア） ２位数の加法及びその逆の減法の計算が，１位数などについての
基本的な計算を基にしてできることを理解し，それらの計算が確実に
できること。また，それらの筆算の仕方について理解すること。
（イ） 簡単な場合について，３位数などの加法及び減法の計算の仕方を
（ウ） 加法及び減法に関して成り立つ性質について理解すること。
（エ） 加法と減法との相互関係について理解すること。",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑵,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，計算の仕方を考えたり計算に関して成り立
つ性質を見いだしたりするとともに，その性質を活用して，計算を工
夫したり計算の確かめをしたりすること。",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑶,,"⑶ 乗法に関わる数学的活動を通して，次の事項を身に付けることができる
よう指導する。",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑶,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 乗法の意味について理解し，それが用いられる場合について知る
（イ） 乗法が用いられる場面を式に表したり，式を読み取ったりするこ
（ウ） 乗法に関して成り立つ簡単な性質について理解すること。
（エ） 乗法九九について知り，１位数と１位数との乗法の計算が確実に
（オ） 簡単な場合について，２位数と１位数との乗法の計算の仕方を知",68
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ａ　数と計算,⑶,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，計算の意味や計算の仕方を考えたり計算に
関して成り立つ性質を見いだしたりするとともに，その性質を活用し
て，計算を工夫したり計算の確かめをしたりすること。
（イ） 数量の関係に着目し，計算を日常生活に生かすこと。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｂ　図形,⑴,,"⑴ 図形に関わる数学的活動を通して，次の事項を身に付けることができる
よう指導する。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｂ　図形,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 三角形，四角形について知ること。
（イ） 正方形，長方形，直角三角形について知ること。
（ウ） 正方形や長方形の面で構成される箱の形をしたものについて理解
し，それらを構成したり分解したりすること。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｂ　図形,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 図形を構成する要素に着目し，構成の仕方を考えるとともに，身
の回りのものの形を図形として捉えること。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑴,,"⑴ 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けるこ
とができるよう指導する。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 長さの単位（ミリメートル（mm），センチメートル（cm），メート
ル（m））及びかさの単位（ミリリットル（mL），デシリットル（dL），
リットル（L））について知り，測定の意味を理解すること。
（イ） 長さ及びかさについて，およその見当を付け，単位を適切に選択
して測定すること。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 身の回りのものの特徴に着目し，目的に応じた単位で量の大きさ
を的確に表現したり，比べたりすること。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑵,,"⑵ 時刻と時間に関わる数学的活動を通して，次の事項を身に付けることが
できるよう指導する。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑵,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 日，時，分について知り，それらの関係を理解すること。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｃ　測定,⑵,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 時間の単位に着目し，時刻や時間を日常生活に生かすこと。",69
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｄ データの活用,⑴,,"⑴ データの分析に関わる数学的活動を通して，次の事項を身に付けること
ができるよう指導する。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｄ データの活用,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 身の回りにある数量を分類整理し，簡単な表やグラフを用いて表
したり読み取ったりすること。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,２　内　容,Ｄ データの活用,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） データを整理する観点に着目し，身の回りの事象について表やグ
ラフを用いて考察すること。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔数学的活動〕,⑴,,"⑴ 内容の「Ａ数と計算」，「Ｂ図形」，「Ｃ測定」及び「Ｄデータの活用」に
示す学習については，次のような数学的活動に取り組むものとする。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔数学的活動〕,⑴,ア,"ア 身の回りの事象を観察したり，具体物を操作したりして，数量や図形
に進んで関わる活動",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔数学的活動〕,⑴,イ,"イ 日常の事象から見いだした算数の問題を，具体物，図，数，式などを
用いて解決し，結果を確かめる活動",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔数学的活動〕,⑴,ウ,"ウ 算数の学習場面から見いだした算数の問題を，具体物，図，数，式な
どを用いて解決し，結果を確かめる活動",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔数学的活動〕,⑴,エ,エ 問題解決の過程や結果を，具体物，図，数，式などを用いて表現し伝,70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,〔用語・記号〕,,,"〔用語・記号〕
直線 直角 頂点 辺 面 単位 × ＞ ＜",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,３ 内容の取扱い,⑴,,⑴ 内容の「Ａ数と計算」の⑴については，１万についても取り扱うものと,70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,３ 内容の取扱い,⑵,,"⑵ 内容の「Ａ数と計算」の⑵については，必要な場合には，（ ）や□な
どを用いることができる。また，計算の結果の見積りについて配慮するも",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,３ 内容の取扱い,⑶,,"⑶ 内容の「Ａ数と計算」の⑵のアの（ウ）については，交換法則や結合法則
を取り扱うものとする。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,３ 内容の取扱い,⑷,,"⑷ 内容の「Ａ数と計算」の⑶のアの（ウ）については，主に乗数が１ずつ増
えるときの積の増え方や交換法則を取り扱うものとする。",70
elementary,MATH,２　各学年の目標及び内容,〔第２学年〕,３　内容の取扱い,３ 内容の取扱い,⑸,,"⑸ 内容の「Ｂ図形」の⑴のアの（イ）に関連して，正方形，長方形が身の回
りで多く使われていることが分かるようにするとともに，敷き詰めるなど
の操作的な活動を通して，平面の広がりについての基礎となる経験を豊か
にするよう配慮するものとする。",70
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,１　目　標,,⑴,,"⑴ 数の表し方，整数の計算の意味と性質，小数及び分数の意味と表し方，
基本的な図形の概念，量の概念，棒グラフなどについて理解し，数量や図
形についての感覚を豊かにするとともに，整数などの計算をしたり，図形
を構成したり，長さや重さなどを測定したり，表やグラフに表したりする
ことなどについての技能を身に付けるようにする。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,１　目　標,,⑵,,"⑵ 数とその表現や数量の関係に着目し，必要に応じて具体物や図などを用
いて数の表し方や計算の仕方などを考察する力，平面図形の特徴を図形を
構成する要素に着目して捉えたり，身の回りの事象を図形の性質から考察
したりする力，身の回りにあるものの特徴を量に着目して捉え，量の単位
を用いて的確に表現する力，身の回りの事象をデータの特徴に着目して捉
え，簡潔に表現したり適切に判断したりする力などを養う。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,１　目　標,,⑶,,"⑶ 数量や図形に進んで関わり，数学的に表現・処理したことを振り返り，
数理的な処理のよさに気付き生活や学習に活用しようとする態度を養う。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑴,,"⑴ 整数の表し方に関わる数学的活動を通して，次の事項を身に付けること
ができるよう指導する。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 万の単位について知ること。
（イ） 10倍，100倍，1000倍，1/10の大きさの数及びそれらの表し方につい
（ウ） 数の相対的な大きさについての理解を深めること。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数のまとまりに着目し，大きな数の大きさの比べ方や表し方を考
え，日常生活に生かすこと。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑵,,"⑵ 加法及び減法に関わる数学的活動を通して，次の事項を身に付けること
ができるよう指導する。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑵,ア,"ア 次のような知識及び技能を身に付けること。
（ア） ３位数や４位数の加法及び減法の計算が，２位数などについての
基本的な計算を基にしてできることを理解すること。また，それらの
筆算の仕方について理解すること。
（イ） 加法及び減法の計算が確実にでき，それらを適切に用いること。",71
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑵,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，計算の仕方を考えたり計算に関して成り立
つ性質を見いだしたりするとともに，その性質を活用して，計算を工
夫したり計算の確かめをしたりすること。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑶,,"⑶ 乗法に関わる数学的活動を通して，次の事項を身に付けることができる
よう指導する。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑶,ア,"ア 次のような知識及び技能を身に付けること。
（ア） ２位数や３位数に１位数や２位数をかける乗法の計算が，乗法
九九などの基本的な計算を基にしてできることを理解すること。ま
た，その筆算の仕方について理解すること。
（イ） 乗法の計算が確実にでき，それを適切に用いること。
（ウ） 乗法に関して成り立つ性質について理解すること。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑶,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，計算の仕方を考えたり計算に関して成り立
つ性質を見いだしたりするとともに，その性質を活用して，計算を工
夫したり計算の確かめをしたりすること。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑷,,"⑷ 除法に関わる数学的活動を通して，次の事項を身に付けることができる
よう指導する。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑷,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 除法の意味について理解し，それが用いられる場合について知る
こと。また，余りについて知ること。
（イ） 除法が用いられる場面を式に表したり，式を読み取ったりするこ
（ウ） 除法と乗法や減法との関係について理解すること。
（エ） 除数と商が共に１位数である除法の計算が確実にできること。
（オ） 簡単な場合について，除数が１位数で商が２位数の除法の計算の
仕方を知ること。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑷,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，計算の意味や計算の仕方を考えたり，計算
に関して成り立つ性質を見いだしたりするとともに，その性質を活用
して，計算を工夫したり計算の確かめをしたりすること。
（イ） 数量の関係に着目し，計算を日常生活に生かすこと。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑸,,"⑸ 小数とその表し方に関わる数学的活動を通して，次の事項を身に付ける
ことができるよう指導する。",72
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑸,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 端数部分の大きさを表すのに小数を用いることを知ること。また，
小数の表し方及び の位について知ること。
（イ） の位までの小数の加法及び減法の意味について理解し，それら
の計算ができることを知ること。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑸,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数のまとまりに着目し，小数でも数の大きさを比べたり計算した
りできるかどうかを考えるとともに，小数を日常生活に生かすこと。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑹,,"⑹ 分数とその表し方に関わる数学的活動を通して，次の事項を身に付ける
ことができるよう指導する。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑹,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 等分してできる部分の大きさや端数部分の大きさを表すのに分数
を用いることを知ること。また，分数の表し方について知ること。
（イ） 分数が単位分数の幾つ分かで表すことができることを知ること。
（ウ） 簡単な場合について，分数の加法及び減法の意味について理解し，
それらの計算ができることを知ること。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑹,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数のまとまりに着目し，分数でも数の大きさを比べたり計算した
りできるかどうかを考えるとともに，分数を日常生活に生かすこと。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑺,,"⑺ 数量の関係を表す式に関わる数学的活動を通して，次の事項を身に付け
ることができるよう指導する。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑺,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 数量の関係を表す式について理解するとともに，数量を□などを
用いて表し，その関係を式に表したり，□などに数を当てはめて調べ
たりすること。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑺,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 数量の関係に着目し，数量の関係を図や式を用いて簡潔に表した
り，式と図を関連付けて式を読んだりすること。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑻,,"⑻ そろばんを用いた数の表し方と計算に関わる数学的活動を通して，次の
事項を身に付けることができるよう指導する。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑻,ア,"ア 次のような知識及び技能を身に付けること。
（ア） そろばんによる数の表し方について知ること。
（イ） 簡単な加法及び減法の計算の仕方について知り，計算すること。",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ａ　数と計算,⑻,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） そろばんの仕組みに着目し，大きな数や小数の計算の仕方を考え",73
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｂ　図形,⑴,,"⑴ 図形に関わる数学的活動を通して，次の事項を身に付けることができる
よう指導する。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｂ　図形,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 二等辺三角形，正三角形などについて知り，作図などを通してそ
れらの関係に次第に着目すること。
（イ） 基本的な図形と関連して角について知ること。
（ウ） 円について，中心，半径，直径を知ること。また，円に関連して，
球についても直径などを知ること。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｂ　図形,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 図形を構成する要素に着目し，構成の仕方を考えるとともに，図
形の性質を見いだし，身の回りのものの形を図形として捉えること。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑴,,"⑴ 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けるこ
とができるよう指導する。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑴,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 長さの単位（キロメートル（km））及び重さの単位（グラム（g），
キログラム（kg））について知り，測定の意味を理解すること。
（イ） 長さや重さについて，適切な単位で表したり，およその見当を付
け計器を適切に選んで測定したりすること。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑴,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 身の回りのものの特徴に着目し，単位の関係を統合的に考察する",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑵,,"⑵ 時刻と時間に関わる数学的活動を通して，次の事項を身に付けることが
できるよう指導する。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑵,ア,"ア 次のような知識及び技能を身に付けること。
（ア） 秒について知ること。
（イ） 日常生活に必要な時刻や時間を求めること。",74
elementary,MATH,２　各学年の目標及び内容,〔第３学年〕,２　内　容,Ｃ　測定,⑵,イ,"イ 次のような思考力，判断力，表現力等を身に付けること。
（ア） 時間の単位に着目し，時刻や時間の求め方について考察し，日常
生活に生かすこと。",74
