school_stage,subject,chapter,grade,section,subsection,category,item,content,source_page
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑵,イ,"イ ⑵のアの（エ）については，ゆでる材料として青菜やじゃがいもなどを
扱うこと。（オ）については，和食の基本となるだしの役割についても触",139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑵,ウ,"ウ ⑶のアの（ア）については，五大栄養素と食品の体内での主な働きを中
心に扱うこと。（ウ）については，献立を構成する要素として主食，主菜，
副菜について扱うこと。",139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑵,エ,"エ 食に関する指導については，家庭科の特質に応じて，食育の充実に資
するよう配慮すること。また，第４学年までの食に関する学習との関連",139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑵,オ,オ ⑸については，日常生活で使用する物を入れる袋などの製作を扱うこ,139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑵,カ,"カ ⑹のアの（ア）については，主として暑さ・寒さ，通風・換気，採光，
及び音を取り上げること。暑さ・寒さについては，⑷のアの（ア）の日常
着の快適な着方と関連を図ること。",139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑶,,⑶ 内容の「Ｃ消費生活・環境」については，次のとおり取り扱うこと。,139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑶,ア,"ア ⑴については，内容の「Ａ家族・家庭生活」の⑶，「Ｂ衣食住の生活」
の⑵，⑸及び⑹で扱う用具や実習材料などの身近な物を取り上げるこ",139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑶,イ,イ ⑴のアの（ア）については，売買契約の基礎について触れること。,139
elementary,HOME_ECONOMICS,第２　各学年の内容,,２ 内容の取扱い,,⑶,ウ,"ウ ⑵については，内容の「Ｂ衣食住の生活」との関連を図り，実践的に
学習できるようにすること。",139
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,,,１ 指導計画の作成に当たっては，次の事項に配慮するものとする。,140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑴,,"⑴ 題材など内容や時間のまとまりを見通して，その中で育む資質・能力
の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにす
ること。その際，生活の営みに係る見方・考え方を働かせ，知識を生活体
験等と関連付けてより深く理解するとともに，日常生活の中から問題を見
いだして様々な解決方法を考え，他者と意見交流し，実践を評価・改善し
て，新たな課題を見いだす過程を重視した学習の充実を図ること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑵,,"⑵ 第２の内容の「Ａ家族・家庭生活」から「Ｃ消費生活・環境」までの各
項目に配当する授業時数及び各項目の履修学年については，児童や学校，
地域の実態等に応じて各学校において適切に定めること。その際，「Ａ家
族・家庭生活」の⑴のアについては，第４学年までの学習を踏まえ，２学
年間の学習の見通しをもたせるために，第５学年の最初に履修させるとと
もに，「Ａ家族・家庭生活」，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」の
学習と関連させるようにすること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑶,,"⑶ 第２の内容の「Ａ家族・家庭生活」の⑷については，実践的な活動を家
庭や地域などで行うことができるよう配慮し，２学年間で一つ又は二つの
課題を設定して履修させること。その際，「Ａ家族・家庭生活」の⑵又は",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑶,,"⑶，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」で学習した内容との関連を
図り，課題を設定できるようにすること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑷,,"⑷ 第２の内容の「Ｂ衣食住の生活」の⑵及び⑸については，学習の効果を
高めるため，２学年間にわたって取り扱い，平易なものから段階的に学習
できるよう計画すること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑸,,"⑸ 題材の構成に当たっては，児童や学校，地域の実態を的確に捉えるとと
もに，内容相互の関連を図り，指導の効果を高めるようにすること。その
際，他教科等との関連を明確にするとともに，中学校の学習を見据え，系
統的に指導ができるようにすること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑹,,"⑹ 障害のある児童などについては，学習活動を行う場合に生じる困難さに
応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,1,⑺,,"⑺ 第１章総則の第１の２の⑵に示す道徳教育の目標に基づき，道徳科など
との関連を考慮しながら，第３章特別の教科道徳の第２に示す内容につい
て，家庭科の特質に応じて適切な指導をすること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,,,２ 第２の内容の取扱いについては，次の事項に配慮するものとする。,140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,⑴,,"⑴ 指導に当たっては，衣食住など生活の中の様々な言葉を実感を伴って理
解する学習活動や，自分の生活における課題を解決するために言葉や図表
などを用いて生活をよりよくする方法を考えたり，説明したりするなどの
学習活動の充実を図ること。",140
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,⑵,,"⑵ 指導に当たっては，コンピュータや情報通信ネットワークを積極的に活
用して，実習等における情報の収集・整理や，実践結果の発表などを行う
ことができるように工夫すること。",141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,⑶,,"⑶ 生活の自立の基礎を培う基礎的・基本的な知識及び技能を習得するため
に，調理や製作等の手順の根拠について考えたり，実践する喜びを味わっ
たりするなどの実践的・体験的な活動を充実すること。",141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,⑷,,"⑷ 学習内容の定着を図り，一人一人の個性を生かし伸ばすよう，児童の特
性や生活体験などを把握し，技能の習得状況に応じた少人数指導や教材・
教具の工夫など個に応じた指導の充実に努めること。",141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,2,⑸,,"⑸ 家庭や地域との連携を図り，児童が身に付けた知識及び技能などを日常
生活に活用できるよう配慮すること。",141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,3,,,３ 実習の指導に当たっては，次の事項に配慮するものとする。,141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,3,⑴,,"⑴ 施設・設備の安全管理に配慮し，学習環境を整備するとともに，熱源や
用具，機械などの取扱いに注意して事故防止の指導を徹底すること。",141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,3,⑵,,⑵ 服装を整え，衛生に留意して用具の手入れや保管を適切に行うこと。,141
elementary,HOME_ECONOMICS,第３　指導計画の作成と内容の取扱い,,,3,⑶,,"⑶ 調理に用いる食品については，生の魚や肉は扱わないなど，安全・衛生
に留意すること。また，食物アレルギーについても配慮すること。",141
